Technology,SiteCode,BSC_OR_RNCName,SiteName,Vendor,CityName,OMC,SiteType,Priority,Type,Region,OSV,ProposedRegion,Zone,MBU,Latitude,Longitude,_2G_OR_3G,Prime_OR_NotPrime,PMCLSiteIndoor_OR_Outdoor,GensetStatus,OMOColocation,CollocatedStatus,SitePowerProfileType,VLAN,Fixed/Non Fixed,Switch/Non Switch,P2P Links,PMP Links,MF Links,Total Links
4G,RUR6601,,LTE_RUR6601__S_Chak16,Huawei,PATTOKI,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,2.0,C3-OKA-03,30.91308,73.694557,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,,2648,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR6599,,LTE_RUR6599__S_Chak49 2L_TPMORK10,Huawei,OKARA,Huawei,Platinum,Platinum,Macro,Central A,HNL,R1,2.0,C3-OKA-03,30.7804,73.5114,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MRV1078,,LTE_MRV1078__S_UthmanAbad,Huawei,HASSAN ABDAL,Huawei,Diamond,Diamond,Macro,North,HNL,R1,15.0,N3-HRP-06,33.889,72.7668,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2604,Fixed Site,Non Switch,1,-   ,-   ,1
4G,MRV1527,,LTE_MRV1527__S_MohriVillage,Huawei,HASSAN ABDAL,Huawei,Gold,Gold,Macro,North,HNL,R1,15.0,N3-HRP-06,33.9095,72.7576,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2604,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MRV2429,,LTE_MRV2429__S_Hattar_Rd_Junction_355307,Huawei,HARIPUR,Huawei,Platinum,Platinum,Macro,North,HNL,R1,15.0,N3-HRP-06,33.9091,72.7829,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2627,Fixed Site,Non Switch,2,-   ,-   ,2
4G,MTM1896,,LTE_MTM1896__S_ChakBeliKhan,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.2378,72.9122,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2629,Fixed Site,Non Switch,2,-   ,-   ,2
4G,MTM1401,,LTE_MTM1401__S_MohtaMohra,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.1991,72.8643,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2695,Fixed Site,Non Switch,1,-   ,-   ,1
4G,MMD4156,,LTE_MMD4156_Loi Sherman_Michni village Gorgoray,Huawei,MOHMAND AGENCY,Huawei,Bronze,Bronze,Macro,North,HNL,R1,17.0,N2-NWS-04,34.226979,71.335537,2G/LTE,CP Prime,Outdoor,Genset not Installed,Tawal,,,2661,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5388,,LTE_RUR5388_Guyed Mast installed at Mohmand dam,Huawei,CHARSADA,Huawei,Platinum,Platinum,Macro,North,HNL,R1,17.0,N2-NWS-04,34.358302,71.527535,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2609,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW5219,,HGW5219__S_WADA BOSAN UFONE SHARING,ZTE,GARHI KHAIRO,ZTE,Bronze,Bronze,Macro,South,HNL,R2,29.0,S3-LRK-03,27.9196,68.2354,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW7500,,HGW7500__S_KR3 warid_MR435740,ZTE,KANDHKOT,ZTE,Diamond,Diamond,Macro,South,HNL,R2,29.0,S3-GTK-05,27.9345,69.2153,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,3506,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MOH6048,,MOH6048__S_MPR6048_Goth Kuddhan,ZTE,GARHI KHAIRO,ZTE,Bronze,Bronze,Macro,South,HNL,R2,29.0,S3-JCB-07,28.0211,68.3516,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,1539,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MOH3895,,MOH3895__S_Mohammad Pur Odho_Enfra,ZTE,GARHI KHAIRO,ZTE,Diamond,Diamond,Macro,South,HNL,R2,29.0,S3-JCB-07,28.00486,68.27438,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,1539,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MON0616,,MON0616__S_Phulji 1 warid_MDDD5976,ZTE,DADU,ZTE,Bronze,Bronze,Macro,South,MES,R2,33.0,S2-DDU-06,26.8826,67.6785,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,4074,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MON5100,,MON5100__S_GothRawatKhanLeghari,ZTE,DADU,ZTE,Gold,Gold,Macro,South,MES,R2,33.0,S2-DDU-06,26.8219,67.7377,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3665,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MON5106,,MON5106__S_Goth_Monder_ML,ZTE,DADU,ZTE,Diamond,Diamond,Macro,South,MES,R2,32.0,S2-DDU-06,26.7988,67.813,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK+TELENOR Guest,,,3665,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW4428,,HGW4428_GBPS Miyani Ghulam Hussain,ZTE,UBAURO,ZTE,Diamond,Diamond,Macro,South,HNL,R2,29.0,S3-SDQ-06,28.16744,69.6564,2G/LTE,DC Shared,Outdoor,Genset Installed,ATL,,,255,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MVD1053,,LTE_MVD1053__P_MiyaarVillageDir,Huawei,LOWER DIR,Huawei,Elite,Elite,Macro,North,HNL,R1,16.0,N2-TMG-08,34.88888,71.66416,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MVD2539,,MVD2539__S_KotkiShah_OLDKhel,Huawei,LOWER DIR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,16.0,N2-TMG-08,34.922,71.6231,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MVD3056,,LTE_MVD3056__S_MiyaarVillageDirOffload,Huawei,LOWER DIR,Huawei,Hub,Hub,Macro,North,HNL,R1,16.0,N2-TMG-08,34.899,71.6577,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MVD3940,,LTE_MVD3940__S_Jalmai,Huawei,LOWER DIR,Huawei,Elite,Elite,Macro,North,HNL,R1,16.0,N2-TMG-08,34.89111,71.64416,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MVD4600,,LTE_MVD4600__S_Markhanoo,Huawei,LOWER DIR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,16.0,N2-TMG-08,34.9156,71.6344,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MVD0653,,LTE_MVD0653__S_Malto_Bagh,Huawei,LOWER DIR,Huawei,Platinum,Platinum,Macro,North,HNL,R1,16.0,N2-TMG-08,34.8757,71.6753,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2681,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MIT5761,,LTE_MIT5761__S_Chak107WB,ZTE,VEHARI,ZTE,Platinum,Platinum,Macro,Central B,HNL,R1,25.0,C6-VHR-03,29.9769,72.2246,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2376,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MIT7366,,LTE_MIT7366__P_Chak163Azafi,ZTE,VEHARI,ZTE,Elite,Elite,Macro,Central B,HNL,R1,25.0,C6-VHR-03,29.9979,72.1541,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2376,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW1422,,HGW1422__S_Mithri near nari river,ZTE,SIBI,ZTE,Bronze,Bronze,Macro,South,HNL,R2,30.0,S3-JCB-07,29.365017,67.816377,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,2936,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MTI0081,,LTE_MTI0081__S_Mithi,ZTE,MITHI,ZTE,Bronze,Bronze,Macro,South,MES,R2,33.0,S2-MPK-03,24.7414,69.7987,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,3342,Fixed Site,Non Switch,1,-   ,-   ,1
4G,MTI0542,,MTI0542__S_Digri to Islamkot Road 7 warid_MR3I3514,ZTE,MITHI,ZTE,Hub,Hub,Macro,South,MES,R2,34.0,S2-MPK-03,24.7901,69.7631,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3342,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MTI0543,,MTI0543__S_Digri to islam kot warid_MR3I3515,ZTE,MITHI,ZTE,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,24.7284,69.867,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3342,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,KHI0868,,LTE_KHI0868__S_NabiabadLane_KA4710,Huawei,KARACHI,Huawei,Diamond,Diamond,Macro,South,MES,R2,39.0,S1-STA-07,24.8741,67.0029,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,142,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,KHI0869,,LTE_KHI0869__S_GothEpochfarm_KA4711,Huawei,KARACHI,Huawei,Diamond,Diamond,Macro,South,MES,R2,35.0,S1-SFT-01,24.878545,67.244769,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,22,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,KHI0870,,LTE_KHI0870__S_Near Bangali Para_KA4712,Huawei,KARACHI,Huawei,Gold,Gold,Macro,South,MES,R2,35.0,S1-KGT-10,24.8064,67.1616,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,186,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,KHI0871,,LTE_KHI0871__S_Sector-24 Korangi_KA4714,Huawei,KARACHI,Huawei,Platinum,Platinum,Macro,South,MES,R2,35.0,S1-KGT-10,24.8377,67.1288,2G/LTE,Prime,Outdoor,Genset Installed,JAZZ,,,2615,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0477,,LTE_RUR0477__S_MirzaVikran,Huawei,SHEIKHUPURA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.788,73.9749,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,861,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0517,,LTE_RUR0517__S_Kalokey,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7705,73.8996,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2024,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0518,,LTE_RUR0518__S_HalaKhichian,Huawei,NANKANA SAHIB,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.1842,73.6426,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2663,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0519,,LTE_RUR0519__S_GujianaNau,Huawei,FAROOQABAD,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.8567,73.7441,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,2024,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0522,,LTE_RUR0522__S_PathandaAdda,Huawei,NANKANA SAHIB,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,2.0,C2-NNK-05,31.3592,73.6182,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,2697,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0789,,LTE_RUR0789__S_KhatialaVirkan,Huawei,MURIDKE,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-MKR-02,31.8171,74.1672,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2034,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0814,,LTE_RUR0814__S_Farooqabad,Huawei,FAROOQABAD,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.712,73.6898,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2024,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0844,,LTE_RUR0844__S_Madaar,Huawei,SHEIKHUPURA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.828,73.9555,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2024,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0859,,LTE_RUR0859__S_HARDEV_VILLAGE,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.8048,74.0399,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,861,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR1046,,LTE_RUR1046__S_Veer Key Bath,Huawei,FAROOQABAD,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.8901,73.7708,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2024,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR1379,,RUR1379_M_General_Electric,Huawei,SHEIKHUPURA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7609,74.0335,2G/LTE,CP Prime,Indoor,Genset not Installed,JAZZ,,,861,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR1431,,LTE_RUR1431__S_Rodanwali Warid_295246,Huawei,FAROOQABAD,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7814,73.7221,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,2024,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR1709,,LTE_RUR1709__P_WaterLandPark,Huawei,LAHORE,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,3.0,C2-MKR-02,31.5841,74.2557,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1978,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR2037,,LTE_RUR2037__S_MaliandaDera_Zong4792,Huawei,FAROOQABAD,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7088,73.7581,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,2098,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3086,,LTE_RUR3086__S_FatehRehanUF3544,Huawei,FEROZE WALA,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,3.0,C2-MKR-02,31.7192,74.4077,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/UFONE Host,,,2693,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3452,,LTE_RUR3452__T_ServiceIndustriesLTD,Huawei,MURIDKE,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,7.0,C2-MKR-02,31.8014,74.1518,2G/LTE,CP Prime,Indoor,Genset not Installed,JAZZ,,,2034,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3505,,LTE_RUR3505__S_BPRShaukatabad,Huawei,PHOOL NAGAR,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.2484,73.8459,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2616,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3747,,LTE_RUR3747__S_FZAjnaywala,Huawei,FAROOQABAD,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.9307,73.7728,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2626,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3832,,LTE_RUR3832__P_LHRNawanPind,Huawei,SHARQPUR,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,3.0,C2-SKP-04,31.5527,74.1752,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,1978,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RUR3839,,LTE_RUR3839__S_Triddewali_MR495356,Huawei,SHARQPUR,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,3.0,C2-SKP-04,31.5199,74.1457,2G/LTE,Standby,Indoor,Genset Installed,Jazz Host/CM-PAK Guest,,,193,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4053,,LTE_RUR4053__S_Diamond_fabrics,Huawei,NANKANA SAHIB,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,7.0,C2-SKP-04,31.5866,73.7898,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2090,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,SHK5964,,LTE_SHK5964__S_ST 7 Ghang Rd Warid_SH1453,Huawei,SHEIKHUPURA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7059,73.9687,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,863,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,SHK5965,,LTE_SHK5965__S_Moh KhokarTown Warid_SH1877,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.6963,73.9801,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2997,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,SHK5966,,LTE_SHK5966__S_SHK Fort RD Warid_SH1111,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7068,73.9918,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE+CM-PAK Guest,,,2042,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,SHK5967,,LTE_SHK5967__S_Johar Rd Warid_SH1882,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7165,73.9771,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,2042,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,SHK5968,,LTE_SHK5968__S_Muhammad Pura Warid_SH1110,Huawei,SHEIKHUPURA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.7214,73.978,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2042,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1768,,LTE_RWP1768__P_KhayabaneIqbal_PQ,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6324,73.0424,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2654,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1176,,LTE_RWP1176__S_TulsaRoad,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5715,73.0581,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2677,Fixed Site,Non Switch,1,-   ,-   ,1
4G,HWY2966,,LTE_HWY2966__S_Rajar,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.4347,72.8261,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2080,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP2803,,LTE_RWP2803__S_AdraRABazar,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5861,73.0394,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,876,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1211,,LTE_RWP1211__H_MughalAbad2,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.586,73.0333,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,876,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0009,,LTE_RWP0009__S_JamiaMasjidRd,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.621,73.0601,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,870,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0057,,LTE_RWP0057__S_DHA_Phase_1,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5406,73.0986,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,872,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1362,,LTE_RWP1362__P_SawanGarden,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5635,73.1504,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2679,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1677,,LTE_RWP1677__S_RajaBazar,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6153,73.0551,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2070,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1209,,LTE_RWP1209__P_BahriaP8,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.4935,73.093,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1902,Fixed Site,Switch,9,-   ,-   ,9
4G,RWP1342,,LTE_RWP1342__S_DHABay,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5327,73.1205,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,108,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RWP1312,,LTE_RWP1312__H_BahriaP5,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5558,73.1179,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,872,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP2613,,LTE_RWP2613__P_KoralTown,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.6093,73.1334,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,102,Fixed Site,Non Switch,2,-   ,-   ,2
4G,RWP0066,,LTE_RWP0066__P_ZiaMasjid,Huawei,ISLAMABAD,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6384,73.1153,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,146,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3011,,RUR3011,Huawei,KAHUTA,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,12.0,N1-RWP-01,33.53,73.4799,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2667,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY0141,,HWY0141__S__AdiyalaVillage,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-RWP-03,33.4459,72.9737,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,2080,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR0300,,RUR0300,Huawei,KAHUTA,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,12.0,N1-RWP-01,33.5391,73.524,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,1944,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0146,,LTE_RWP0146__S_LalarukhColony,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.558,73.0141,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,1904,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY0110,,LTE_HWY0110__S_Daryal,Huawei,GUJAR KHAN,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-CHK-07,33.3022,73.2662,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,1990,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP1638,,LTE_RWP1638__P_FazaiaColony,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6199,73.1135,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,102,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0170,,LTE_RWP0170__H_RajaBazarOffload,Huawei,RAWALPINDI,Huawei,Hub,Hub,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6099,73.0599,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1914,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP4000,,LTE_RWP4000__S_Nasirabad,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,14.0,N1-ISB-05,33.6226,72.9857,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR Guest,,,1900,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP0192,,LTE_RWP0192__S_CitySaddarRoad,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6082,73.0542,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,882,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP4003,,LTE_RWP4003__H_CommitteeChowk,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6178,73.0609,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2070,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,MPU7103,,MPU7103__H_Mirpur Buriro,ZTE,JACOBABAD,ZTE,Platinum,Platinum,Macro,South,HNL,R2,29.0,S3-JCB-07,28.1795,68.732,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2481,Non Fixed,Non Switch,-   ,-   ,-   ,-   
